City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Olinda,BR,-8.0089,-34.8553,74.93,94,20,3.44,few clouds
223,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,0,10.36,clear sky
224,Acarau,BR,-2.8856,-40.12,76.51,90,95,11.95,overcast clouds
225,Ucluelet,CA,48.9329,-125.5528,46.09,80,90,1.01,overcast clouds
226,Sivaki,RU,52.6333,126.75,59.56,18,7,3.44,clear sky
227,Saint Anthony,US,45.0205,-93.218,65.98,34,0,20.71,clear sky
228,Bambanglipuro,ID,-7.95,110.2833,85.42,72,96,5.26,overcast clouds
229,Banita,RO,45.45,23.2667,42.98,71,98,4.16,overcast clouds
230,Tateyama,JP,34.9833,139.8667,58.75,75,100,13.6,overcast clouds
231,Mareeba,AU,-17.0,145.4333,72.48,92,100,5.14,overcast clouds
232,Port-Cartier,CA,50.0334,-66.8654,32.76,87,4,6.22,clear sky
233,Beaverlodge,CA,55.2166,-119.4361,36.75,84,100,14.07,overcast clouds
234,Lucapa,AO,-8.4192,20.7447,67.35,77,79,2.71,broken clouds
235,Tiksi,RU,71.6872,128.8694,19.56,75,29,5.41,scattered clouds
236,Nuuk,GL,64.1835,-51.7216,30.81,86,8,11.5,clear sky
237,Cherskiy,RU,68.75,161.3,29.43,95,100,17.92,light snow
238,Huarmey,PE,-10.0681,-78.1522,66.13,87,27,8.59,scattered clouds
239,Maralal,KE,1.0968,36.698,59.58,85,88,3.24,overcast clouds
240,Almaznyy,RU,48.0448,40.045,45.86,54,73,9.1,broken clouds
241,Bethel,US,41.3712,-73.414,48.29,47,100,8.05,overcast clouds
242,Esperance,AU,-33.8667,121.9,69.44,37,71,12.03,broken clouds
243,Salekhard,RU,66.53,66.6019,33.8,100,100,9.51,overcast clouds
244,Karratha,AU,-20.7377,116.8463,84.51,35,96,19.93,overcast clouds
245,Alyangula,AU,-13.8483,136.4192,82.83,70,91,17.16,overcast clouds
246,Hoquiam,US,46.9809,-123.8893,45.95,86,75,4.61,broken clouds
247,Jalu,LY,29.0331,21.5482,64.98,57,36,9.22,scattered clouds
248,Nome,US,64.5011,-165.4064,32.16,93,100,12.66,mist
249,The Valley,AI,18.217,-63.0578,80.46,76,68,16.69,broken clouds
250,Nikolskoye,RU,59.7035,30.7861,43.88,87,100,6.22,overcast clouds
251,Coahuayana,MX,18.7333,-103.6833,72.01,88,64,1.39,broken clouds
252,Waipawa,NZ,-41.4122,175.5153,60.44,68,86,20.31,overcast clouds
253,Dogondoutchi,NE,13.6393,4.0287,86.22,36,93,13.06,overcast clouds
254,Hualmay,PE,-11.0964,-77.6139,64.89,89,21,7.85,few clouds
255,Zeya,RU,53.75,127.2667,57.99,27,42,5.1,scattered clouds
256,Zyryanskoye,RU,56.8306,86.6258,36.46,39,98,14.36,overcast clouds
257,Road Town,VG,18.4167,-64.6167,78.89,81,25,16.93,scattered clouds
258,Bairiki,KI,1.3292,172.9752,86.0,79,20,13.8,few clouds
259,Jeremie,HT,18.65,-74.1167,77.25,79,12,4.43,few clouds
260,Koulamoutou,GA,-1.1303,12.4736,70.54,99,100,1.7,overcast clouds
261,Aksarka,RU,66.5606,67.7975,33.17,100,100,12.19,light snow
262,Kendari,ID,-3.945,122.4989,84.83,79,61,5.06,broken clouds
263,Gazanjyk,TM,39.2446,55.5154,67.14,70,99,11.41,overcast clouds
264,Pustoshka,RU,56.3355,29.369,48.85,95,100,8.23,light rain
265,Anadyr,RU,64.75,177.4833,37.9,74,20,8.95,few clouds
266,Khryashchevka,RU,53.8119,49.0916,48.69,59,0,4.23,clear sky
267,Harboore,DK,56.6175,8.1807,44.1,71,12,20.69,few clouds
268,Kontagora,NG,10.3999,5.4695,78.66,69,85,5.79,overcast clouds
269,Moose Factory,CA,51.2585,-80.6094,37.4,75,0,5.75,clear sky
270,Eyl,SO,7.9803,49.8164,84.43,70,77,10.33,light rain
271,Sungai Besar,MY,3.6746,100.9867,85.64,70,100,9.78,overcast clouds
272,Adrar,MR,20.5022,-10.0711,83.43,15,21,8.57,few clouds
273,Wawa,NG,9.9022,4.4192,81.0,67,74,6.02,broken clouds
274,Constitucion,CL,-35.3333,-72.4167,53.74,76,0,6.69,clear sky
275,Fortuna,US,40.5982,-124.1573,49.98,88,100,4.61,overcast clouds
